pop_idx,indiv_idx,regime,welfare,diversity_score,rho,beta,follow_recommendation,N,T,sigma
1,17,no_rec,-0.014673598758097633,202.39755102040817,0.1,0.1,False,1000,50,0.25
1,18,no_rec,0.058563984670865515,234.20897959183674,0.1,0.1,False,1000,50,0.25
1,19,no_rec,0.1280609435260344,222.16,0.1,0.1,False,1000,50,0.25
1,20,no_rec,0.13485194596779426,235.6595918367347,0.1,0.1,False,1000,50,0.25
1,21,no_rec,0.004318979341954512,227.74448979591838,0.1,0.1,False,1000,50,0.25
1,22,no_rec,0.01155952768131653,245.1730612244898,0.1,0.1,False,1000,50,0.25
1,23,no_rec,0.034936834029886774,192.58693877551022,0.1,0.1,False,1000,50,0.25
1,24,no_rec,-0.05000621793942138,219.48326530612246,0.1,0.1,False,1000,50,0.25
2,0,rec,0.9365961246385496,252.37387755102043,0.1,0.1,False,1000,50,0.25
2,1,rec,0.9319507428172166,251.96816326530615,0.1,0.1,False,1000,50,0.25
2,2,rec,0.9236326986812694,250.52,0.1,0.1,False,1000,50,0.25
2,3,rec,0.9489771915487403,252.1395918367347,0.1,0.1,False,1000,50,0.25
2,4,rec,0.9425200962229088,252.76897959183674,0.1,0.1,False,1000,50,0.25
2,5,rec,0.93246632951052,253.50367346938776,0.1,0.1,False,1000,50,0.25
2,6,rec,0.9392686386277125,252.58285714285716,0.1,0.1,False,1000,50,0.25
2,7,rec,0.9362896642304891,250.2734693877551,0.1,0.1,False,1000,50,0.25
2,8,rec,0.9531196713802322,253.80816326530612,0.1,0.1,False,1000,50,0.25
2,9,rec,0.9478874110973596,250.03510204081633,0.1,0.1,False,1000,50,0.25
2,10,rec,0.9417131592093964,254.30448979591839,0.1,0.1,False,1000,50,0.25
2,11,rec,0.9417912982033021,250.73551020408163,0.1,0.1,False,1000,50,0.25
2,12,rec,0.9436946559151872,251.97795918367348,0.1,0.1,False,1000,50,0.25
2,13,rec,0.9501274978733346,253.68816326530614,0.1,0.1,False,1000,50,0.25
2,14,rec,0.9474822190837064,254.1942857142857,0.1,0.1,False,1000,50,0.25
2,15,rec,0.9350425668366604,253.14938775510205,0.1,0.1,False,1000,50,0.25
2,16,rec,0.9496620062301928,248.42857142857144,0.1,0.1,False,1000,50,0.25
2,17,rec,0.9363107621291817,252.97795918367348,0.1,0.1,False,1000,50,0.25
2,18,rec,0.9502228401125055,251.9714285714286,0.1,0.1,False,1000,50,0.25
2,19,rec,0.9398083077878591,250.38938775510206,0.1,0.1,False,1000,50,0.25
2,20,rec,0.9511137479120706,254.16408163265308,0.1,0.1,False,1000,50,0.25
2,21,rec,0.9460074156041753,251.75183673469388,0.1,0.1,False,1000,50,0.25
2,22,rec,0.9416337783694413,251.47755102040819,0.1,0.1,False,1000,50,0.25
2,23,rec,0.9375134524214805,253.44979591836736,0.1,0.1,False,1000,50,0.25
2,24,rec,0.960249079290507,251.79346938775512,0.1,0.1,False,1000,50,0.25
2,0,partial,0.9193475101339438,251.8987755102041,0.1,0.1,0.16,1000,50,0.25
2,1,partial,0.9031535465743648,252.26367346938775,0.1,0.1,0.34,1000,50,0.25
2,2,partial,0.8949720507977372,248.91183673469388,0.1,0.1,0.24,1000,50,0.25
2,3,partial,0.9212670381207342,251.5322448979592,0.1,0.1,0.24,1000,50,0.25
2,4,partial,0.8876099980298624,251.45632653061224,0.1,0.1,0.28,1000,50,0.25
2,5,partial,0.9061081781462176,253.54693877551023,0.1,0.1,0.2,1000,50,0.25
2,6,partial,0.9238353872601008,253.83102040816328,0.1,0.1,0.32,1000,50,0.25
2,7,partial,0.9266826274717799,251.06122448979593,0.1,0.1,0.3,1000,50,0.25
2,8,partial,0.9483913323642955,254.18938775510205,0.1,0.1,0.18,1000,50,0.25
2,9,partial,0.9076924987014694,248.69714285714286,0.1,0.1,0.18,1000,50,0.25
2,10,partial,0.9229718787226721,250.95346938775512,0.1,0.1,0.2,1000,50,0.25
2,11,partial,0.9252840351629835,250.93061224489796,0.1,0.1,0.38,1000,50,0.25
2,12,partial,0.9338609368727339,251.41795918367347,0.1,0.1,0.28,1000,50,0.25
2,13,partial,0.9267787413811241,252.9795918367347,0.1,0.1,0.34,1000,50,0.25
2,14,partial,0.9176040950832678,252.2726530612245,0.1,0.1,0.24,1000,50,0.25
2,15,partial,0.901464842775712,252.23673469387757,0.1,0.1,0.26,1000,50,0.25
2,16,partial,0.9155293297148773,251.0457142857143,0.1,0.1,0.18,1000,50,0.25
2,17,partial,0.8916390882007451,253.6130612244898,0.1,0.1,0.2,1000,50,0.25
2,18,partial,0.9171361209569453,250.89469387755102,0.1,0.1,0.36,1000,50,0.25
2,19,partial,0.8930144734168848,250.09306122448982,0.1,0.1,0.32,1000,50,0.25
2,20,partial,0.9195702967040366,254.56816326530614,0.1,0.1,0.16,1000,50,0.25
2,21,partial,0.9290249847261466,252.39510204081634,0.1,0.1,0.3,1000,50,0.25
2,22,partial,0.9270986379307666,248.6326530612245,0.1,0.1,0.26,1000,50,0.25
2,23,partial,0.9278962571227868,251.67020408163268,0.1,0.1,0.36,1000,50,0.25
2,24,partial,0.9110581392293712,251.79183673469387,0.1,0.1,0.32,1000,50,0.25
2,0,no_rec,0.0740535050671811,244.1648979591837,0.1,0.1,False,1000,50,0.25
2,1,no_rec,0.13874282413975456,236.26367346938775,0.1,0.1,False,1000,50,0.25
2,2,no_rec,0.13710446958040837,246.34122448979593,0.1,0.1,False,1000,50,0.25
2,3,no_rec,0.18200395137385847,249.93387755102043,0.1,0.1,False,1000,50,0.25
2,4,no_rec,0.01766160758119089,245.31183673469388,0.1,0.1,False,1000,50,0.25
2,5,no_rec,-0.06445168828443106,237.99020408163267,0.1,0.1,False,1000,50,0.25
2,6,no_rec,0.025609481444174752,230.5126530612245,0.1,0.1,False,1000,50,0.25
2,7,no_rec,0.17179516124270472,249.93795918367348,0.1,0.1,False,1000,50,0.25
2,8,no_rec,0.11443849802655805,248.0261224489796,0.1,0.1,False,1000,50,0.25
2,9,no_rec,0.06067952720334405,206.31510204081633,0.1,0.1,False,1000,50,0.25
2,10,no_rec,0.14941155705495157,223.18367346938777,0.1,0.1,False,1000,50,0.25
2,11,no_rec,0.05997491208627134,229.905306122449,0.1,0.1,False,1000,50,0.25
2,12,no_rec,-0.08515272887433142,237.9134693877551,0.1,0.1,False,1000,50,0.25
2,13,no_rec,0.03748405587210956,235.5844897959184,0.1,0.1,False,1000,50,0.25
2,14,no_rec,0.005128363225467037,224.96571428571428,0.1,0.1,False,1000,50,0.25
2,15,no_rec,0.02629669091523884,252.5795918367347,0.1,0.1,False,1000,50,0.25
2,16,no_rec,-0.022303065285640713,249.45877551020408,0.1,0.1,False,1000,50,0.25
2,17,no_rec,-0.040822412944370765,242.93469387755104,0.1,0.1,False,1000,50,0.25
2,18,no_rec,0.13616579075988408,176.32163265306124,0.1,0.1,False,1000,50,0.25
2,19,no_rec,0.017758503910580873,240.48979591836735,0.1,0.1,False,1000,50,0.25
2,20,no_rec,0.03943643630417174,252.27591836734695,0.1,0.1,False,1000,50,0.25
2,21,no_rec,0.17444762030229283,245.74040816326533,0.1,0.1,False,1000,50,0.25
2,22,no_rec,0.0843175210432324,189.10285714285715,0.1,0.1,False,1000,50,0.25
2,23,no_rec,0.044402144693937697,252.03673469387755,0.1,0.1,False,1000,50,0.25
2,24,no_rec,0.13872012453494645,238.20734693877552,0.1,0.1,False,1000,50,0.25
3,0,rec,0.9100714732190701,252.18775510204082,0.1,0.1,False,1000,50,0.25
3,1,rec,0.8901281827741245,250.38530612244898,0.1,0.1,False,1000,50,0.25
3,2,rec,0.8939729511788574,252.89632653061224,0.1,0.1,False,1000,50,0.25
3,3,rec,0.9059073705247432,251.9526530612245,0.1,0.1,False,1000,50,0.25
3,4,rec,0.9158344074222686,253.47591836734694,0.1,0.1,False,1000,50,0.25
3,5,rec,0.9107134597454352,253.69714285714286,0.1,0.1,False,1000,50,0.25
3,6,rec,0.9029647325398195,253.78040816326532,0.1,0.1,False,1000,50,0.25
3,7,rec,0.9193815642058722,252.34285714285716,0.1,0.1,False,1000,50,0.25
3,8,rec,0.905422477020704,252.2391836734694,0.1,0.1,False,1000,50,0.25
3,9,rec,0.9078370612677534,249.36244897959185,0.1,0.1,False,1000,50,0.25
3,10,rec,0.8981468555518249,250.2195918367347,0.1,0.1,False,1000,50,0.25
3,11,rec,0.900975011529851,250.31673469387755,0.1,0.1,False,1000,50,0.25
3,12,rec,0.8995245685438203,254.42204081632653,0.1,0.1,False,1000,50,0.25
3,13,rec,0.9142850204582728,253.1191836734694,0.1,0.1,False,1000,50,0.25
3,14,rec,0.9160427599087139,251.4726530612245,0.1,0.1,False,1000,50,0.25
3,15,rec,0.9139613809905194,252.22204081632654,0.1,0.1,False,1000,50,0.25
3,16,rec,0.9133244872101696,252.92816326530613,0.1,0.1,False,1000,50,0.25
3,17,rec,0.9026068728128104,250.62122448979594,0.1,0.1,False,1000,50,0.25
3,18,rec,0.9010574494644357,253.12489795918367,0.1,0.1,False,1000,50,0.25
3,19,rec,0.9107175740812613,249.93306122448982,0.1,0.1,False,1000,50,0.25
3,20,rec,0.9037953153182382,252.53714285714287,0.1,0.1,False,1000,50,0.25
3,21,rec,0.9130694930754452,252.6269387755102,0.1,0.1,False,1000,50,0.25
3,22,rec,0.9099664350398977,249.40244897959184,0.1,0.1,False,1000,50,0.25
3,23,rec,0.9222950831037391,252.91183673469388,0.1,0.1,False,1000,50,0.25
3,24,rec,0.915178537420837,253.0987755102041,0.1,0.1,False,1000,50,0.25
3,0,partial,0.8788346636727563,254.12571428571428,0.1,0.1,0.32,1000,50,0.25
3,1,partial,0.8765349516107049,253.6987755102041,0.1,0.1,0.2,1000,50,0.25
3,2,partial,0.8572930560969281,251.99755102040817,0.1,0.1,0.22,1000,50,0.25
3,3,partial,0.8713179562842446,251.7208163265306,0.1,0.1,0.24,1000,50,0.25
3,4,partial,0.8970312634069668,252.53795918367348,0.1,0.1,0.18,1000,50,0.25
3,5,partial,0.8932519388111138,253.465306122449,0.1,0.1,0.22,1000,50,0.25
3,6,partial,0.8852690823410383,254.22448979591837,0.1,0.1,0.24,1000,50,0.25
3,7,partial,0.8774309311126232,253.6065306122449,0.1,0.1,0.28,1000,50,0.25
3,8,partial,0.8784798700670063,253.48326530612246,0.1,0.1,0.28,1000,50,0.25
3,9,partial,0.8878294612535292,253.06775510204082,0.1,0.1,0.24,1000,50,0.25
3,10,partial,0.8791895303016648,253.02693877551022,0.1,0.1,0.2,1000,50,0.25
3,11,partial,0.8797499184229507,254.1534693877551,0.1,0.1,0.42,1000,50,0.25
3,12,partial,0.8802432128119659,254.3134693877551,0.1,0.1,0.16,1000,50,0.25
3,13,partial,0.8981021814019606,253.56326530612245,0.1,0.1,0.32,1000,50,0.25
3,14,partial,0.8495148380640956,253.57795918367347,0.1,0.1,0.22,1000,50,0.25
3,15,partial,0.8718295082038547,253.99102040816328,0.1,0.1,0.22,1000,50,0.25
3,16,partial,0.8922879274984936,251.29551020408164,0.1,0.1,0.2,1000,50,0.25
3,17,partial,0.8632537562350971,252.5518367346939,0.1,0.1,0.34,1000,50,0.25
3,18,partial,0.878608013581247,253.25551020408165,0.1,0.1,0.32,1000,50,0.25
3,19,partial,0.8876177547051682,252.37061224489796,0.1,0.1,0.34,1000,50,0.25
3,20,partial,0.8750682605188321,254.40897959183675,0.1,0.1,0.22,1000,50,0.25
3,21,partial,0.8710523304187795,250.62938775510204,0.1,0.1,0.28,1000,50,0.25
3,22,partial,0.8884011072544167,253.13469387755103,0.1,0.1,0.3,1000,50,0.25
3,23,partial,0.8931048857990631,253.0383673469388,0.1,0.1,0.38,1000,50,0.25
3,24,partial,0.8936101869885835,252.9787755102041,0.1,0.1,0.38,1000,50,0.25
3,0,no_rec,0.0886218925779198,218.40244897959184,0.1,0.1,False,1000,50,0.25
3,1,no_rec,-0.02400153216379203,246.24081632653062,0.1,0.1,False,1000,50,0.25
3,2,no_rec,0.04570123461706587,240.50530612244899,0.1,0.1,False,1000,50,0.25
3,3,no_rec,0.08560363483308128,237.9061224489796,0.1,0.1,False,1000,50,0.25
3,4,no_rec,0.08187594931177905,224.12897959183675,0.1,0.1,False,1000,50,0.25
3,5,no_rec,0.06864289062685425,242.22122448979593,0.1,0.1,False,1000,50,0.25
3,6,no_rec,-0.0646056973414576,247.25387755102042,0.1,0.1,False,1000,50,0.25
3,7,no_rec,0.11927873024234086,220.05142857142857,0.1,0.1,False,1000,50,0.25
3,8,no_rec,0.025812264234170917,243.12,0.1,0.1,False,1000,50,0.25
3,9,no_rec,0.05569120170434856,234.2930612244898,0.1,0.1,False,1000,50,0.25
3,10,no_rec,-0.09467007254445658,241.83102040816328,0.1,0.1,False,1000,50,0.25
3,11,no_rec,0.011486106658055028,227.28163265306122,0.1,0.1,False,1000,50,0.25
3,12,no_rec,-0.03129900033408488,245.6457142857143,0.1,0.1,False,1000,50,0.25
3,13,no_rec,0.08344447699635744,226.0734693877551,0.1,0.1,False,1000,50,0.25
3,14,no_rec,0.12870361744227704,225.425306122449,0.1,0.1,False,1000,50,0.25
3,15,no_rec,0.07684831589886783,250.745306122449,0.1,0.1,False,1000,50,0.25
3,16,no_rec,-0.04881573063581448,207.88734693877552,0.1,0.1,False,1000,50,0.25
3,17,no_rec,-0.007830583011464226,181.9591836734694,0.1,0.1,False,1000,50,0.25
3,18,no_rec,0.06539352912313806,229.54530612244898,0.1,0.1,False,1000,50,0.25
3,19,no_rec,0.12851438772515109,246.92000000000002,0.1,0.1,False,1000,50,0.25
3,20,no_rec,-0.14493187553077097,240.9991836734694,0.1,0.1,False,1000,50,0.25
3,21,no_rec,0.048718094735295286,222.49632653061227,0.1,0.1,False,1000,50,0.25
3,22,no_rec,-0.04449261432035374,246.08816326530612,0.1,0.1,False,1000,50,0.25
3,23,no_rec,-0.019816512699380277,237.3061224489796,0.1,0.1,False,1000,50,0.25
3,24,no_rec,-0.03051206239456944,244.32000000000002,0.1,0.1,False,1000,50,0.25
4,0,rec,0.9396740276307817,244.34285714285716,0.1,0.1,False,1000,50,0.25
4,1,rec,0.948119685793808,243.49632653061227,0.1,0.1,False,1000,50,0.25
4,2,rec,0.9467743807718241,246.3591836734694,0.1,0.1,False,1000,50,0.25
4,3,rec,0.9471986605162129,239.19510204081632,0.1,0.1,False,1000,50,0.25
4,4,rec,0.9497079574206775,241.0204081632653,0.1,0.1,False,1000,50,0.25
4,5,rec,0.9419478629773977,240.41714285714286,0.1,0.1,False,1000,50,0.25
4,6,rec,0.943864234640403,245.6383673469388,0.1,0.1,False,1000,50,0.25
4,7,rec,0.9413153760243382,244.20081632653063,0.1,0.1,False,1000,50,0.25
4,8,rec,0.9362046423616236,245.37142857142857,0.1,0.1,False,1000,50,0.25
4,9,rec,0.9437188635820569,240.48326530612246,0.1,0.1,False,1000,50,0.25
4,10,rec,0.944248854673579,247.03183673469388,0.1,0.1,False,1000,50,0.25
4,11,rec,0.9437929320545806,237.8938775510204,0.1,0.1,False,1000,50,0.25
4,12,rec,0.9309278948869251,242.63673469387757,0.1,0.1,False,1000,50,0.25
4,13,rec,0.9480878547056488,243.08163265306123,0.1,0.1,False,1000,50,0.25
